ICD_CODE	ICD_NAME	IS_CURRENT_ICD	IP_USAGE	SNOMED_CID	SNOMED_FSN
51.61	Excision of cystic duct remnant	1	0.000206	63322005	Excision of cystic bile duct remnant (procedure)
34.72	Closure of thoracostomy	1	0.000206	72558007	Closure of stoma of thorax (procedure)
58.91	Incision of periurethral tissue	1	0.000202	175974003	Incision of periurethral tissue (procedure)
59.12	Laparoscopic lysis of perivesical adhesions	1	0.000202	446893004	Laparoscopic lysis of perivesical adhesions (procedure)
48.1	Proctostomy	1	0.000202	4891005	Proctostomy (procedure)
98.27	Removal of foreign body without incision from upper limb, except hand	1	0.000197	405710002	Removal of foreign body without incision from upper limb, except hand (procedure)
51.81	Dilation of sphincter of Oddi	1	0.000193	192461000	Dilation of sphincter of Oddi (procedure)
42.10	Esophagostomy, not otherwise specified	1	0.000193	397108006	Esophagostomy operation (procedure)
48.64	Posterior resection of rectum	1	0.000193	45220009	Posterior resection of rectum (procedure)
21.86	Limited rhinoplasty	1	0.000193	52103001	Limited rhinoplasty (procedure)
08.24	Excision of major lesion of eyelid, full-thickness	1	0.000193	81108001	Excision of lesion of eyelid, major, full-thickness (procedure)
87.06	Contrast radiogram of nasopharynx	1	0.000193	86354001	Contrast radiography of nasopharynx (procedure)
98.12	Removal of intraluminal foreign body from nose without incision	1	0.000193	609110008	Removal of intraluminal foreign body from nose without incision (procedure)
95.09	Eye examination, not otherwise specified	1	0.000189	36228007	Ophthalmic examination and evaluation (procedure)
41.42	Excision of lesion or tissue of spleen	1	0.000189	67061007	Excision of lesion of spleen (procedure)
85.92	Injection of therapeutic agent into breast	1	0.000185	12640006	Injection of therapeutic agent into breast (procedure)
81.23	Arthrodesis of shoulder	1	0.000185	20904001	Arthrodesis of shoulder (procedure)
20.92	Revision of mastoidectomy	1	0.000185	56791004	Revision of mastoidectomy (procedure)
94.01	Administration of intelligence test	1	0.000185	72657008	Intelligence test (procedure)
78.00	Bone graft, unspecified site	1	0.000185	80983001	Bone graft (procedure)
77.46	Biopsy of patella	1	0.000181	273148009	Biopsy of patella (procedure)
69.41	Suture of laceration of uterus	1	0.000181	49522006	Suture of uterus (procedure)
06.50	Substernal thyroidectomy, not otherwise specified	1	0.000181	52826006	Substernal thyroidectomy (procedure)
71.23	Marsupialization of Bartholin's gland (cyst)	1	0.000177	19243001	Destruction of lesion of Bartholin's gland by marsupialization (procedure)
80.25	Arthroscopy of hip	1	0.000177	69650005	Arthroscopy of hip (procedure)
41.2	Splenotomy	1	0.000177	86465005	Incision of spleen (procedure)
53.31	Bilateral repair of femoral hernia with graft or prosthesis	1	0.000173	33569007	Bilateral repair of femoral hernia with prosthesis or graft (procedure)
46.61	Fixation of small intestine to abdominal wall	1	0.000173	40667002	Fixation of small intestine (procedure)
95.43	Audiological evaluation	1	0.000173	91005004	Audiological evaluation (procedure)
84.22	Finger reattachment	1	0.000169	302496002	Replantation of finger (procedure)
01.11	Closed [percutaneous] [needle] biopsy of cerebral meninges	1	0.000169	359988009	Needle biopsy of cerebral meninges (procedure)
30.21	Epiglottidectomy	1	0.000169	5119000	Epiglottidectomy (procedure)
31.21	Mediastinal tracheostomy	1	0.000169	52536006	Mediastinal tracheostomy (procedure)
98.21	Removal of superficial foreign body from eye without incision	1	0.000169	90589009	Removal of superficial foreign body from eye without incision (procedure)
12.64	Trabeculectomy ab externo	1	0.000165	30880003	Trabeculectomy ab externo (procedure)
93.04	Manual testing of muscle function	1	0.000165	9002005	Manual testing of muscle function (procedure)
64.41	Suture of laceration of penis	1	0.00016	112908009	Suture of laceration of penis (procedure)
76.71	Closed reduction of malar and zygomatic fracture	1	0.00016	18865003	Closed reduction of malar and zygomatic fracture (procedure)
08.11	Biopsy of eyelid	1	0.00016	196308007	Biopsy of eyelid (procedure)
93.25	Forced extension of limb	1	0.00016	11624006	Forced extension of limb (regime/therapy)
76.63	Osteoplasty [osteotomy] of body of mandible	1	0.00016	34454004	Osteoplasty of mandibular body (procedure)
88.58	Negative-contrast cardiac roentgenography	1	0.00016	367448002	Negative contrast cardiac roentgenography (procedure)
77.74	Excision of carpals and metacarpals for graft	1	0.00016	48912000	Excision of carpals and metacarpals for graft (procedure)
10.6	Repair of laceration of conjunctiva	1	0.00016	58388006	Repair of laceration of conjunctiva (procedure)
78.98	Insertion of bone growth stimulator into tarsals and metatarsals	1	0.00016	62595006	Insertion of bone growth stimulator into tarsals and metatarsals (procedure)
89.10	Intracarotid amobarbital test	1	0.000156	17424007	Intracarotid amobarbital test (procedure)
55.81	Suture of laceration of kidney	1	0.000156	397243000	Suture of renal laceration (procedure)
54.96	Injection of air into peritoneal cavity	1	0.000156	449182000	Injection of air into peritoneal cavity (procedure)
98.26	Removal of foreign body from hand without incision	1	0.000156	73528006	Removal of foreign body from hand without incision (procedure)
09.53	Incision of lacrimal sac	1	0.000156	75745001	Dacryocystotomy (procedure)
49.52	Posterior anal sphincterotomy	1	0.000152	19317004	Posterior anal sphincterotomy (procedure)
77.94	Total ostectomy of carpals and metacarpals	1	0.000152	363728009	Total ostectomy of carpals and metacarpals (procedure)
38.01	Incision of intracranial vessels	1	0.000152	448444006	Incision of intracranial vascular structure (procedure)
22.12	Open biopsy of nasal sinus	1	0.000152	735399006	Open biopsy of nasal sinus (procedure)
88.31	Skeletal series	1	0.000152	45732007	Radiologic examination, osseous survey, complete (procedure)
28.5	Excision of lingual tonsil	1	0.000152	47823003	Excision of lingual tonsil (procedure)
44.91	Ligation of gastric varices	1	0.000148	12074006	Ligation of gastric varices (procedure)
81.30	Refusion of spine, not otherwise specified	1	0.000148	1253002	Refusion of spine (procedure)
23.01	Extraction of deciduous tooth	1	0.000148	26119007	Extraction of deciduous tooth (procedure)
96.53	Irrigation of nasal passages	1	0.000148	69378000	Irrigation of nasal passages (procedure)
95.04	Eye examination under anesthesia	1	0.000148	91177008	Eye examination under anesthesia (procedure)
93.64	Osteopathic manipulative treatment using isotonic, isometric forces	1	0.000144	417447009	Muscle energy technique (procedure)
84.06	Disarticulation of elbow	1	0.00014	23425005	Amputation of arm through elbow (procedure)
05.22	Cervical sympathectomy	1	0.00014	27985001	Cervical sympathectomy (procedure)
44.31	High gastric bypass	1	0.00014	30803004	Printen and Mason operation, high gastric bypass (procedure)
85.83	Full-thickness graft to breast	1	0.00014	57401004	Mammoplasty with full thickness graft of skin (procedure)
71.01	Lysis of vulvar adhesions	1	0.00014	75057001	Lysis of adhesions of vulva (procedure)
43.91	Total gastrectomy with intestinal interposition	1	0.00014	91621005	Total gastrectomy with intestinal interposition (procedure)
42.25	Open biopsy of esophagus	1	0.000136	116230001	Open biopsy of esophagus (procedure)
87.34	Intrathoracic lymphangiogram	1	0.000136	168990001	Thoracic lymphangiogram (procedure)
82.02	Myotomy of hand	1	0.000136	284025004	Myotomy of hand (procedure)
62.42	Removal of remaining testis	1	0.000136	34426006	Orchiectomy of remaining testis (procedure)
22.51	Ethmoidotomy	1	0.000136	359555009	Ethmoidotomy (procedure)
84.10	Lower limb amputation, not otherwise specified	1	0.000136	397117006	Amputation of lower limb (procedure)
50.92	Extracorporeal hepatic assistance	1	0.000136	51019008	Extracorporeal circulation for hepatic assistance (procedure)
88.29	Skeletal x-ray of lower limb, not otherwise specified	1	0.000136	5433008	Skeletal X-ray of lower limb (procedure)
07.16	Biopsy of thymus	1	0.000136	66300009	Biopsy of thymus (procedure)
53.82	Repair of parasternal hernia	1	0.000136	6704000	Repair of parasternal diaphragmatic hernia (procedure)
07.72	Incision of pituitary gland	1	0.000136	6846004	Incision of pituitary gland (procedure)
18.02	Incision of external auditory canal	1	0.000136	7664003	Incision of external auditory canal (procedure)
88.04	Abdominal lymphangiogram	1	0.000136	91119001	Abdominal lymphangiogram (procedure)
33.41	Suture of laceration of bronchus	1	0.000132	398194002	Suture of laceration of bronchus (procedure)
42.91	Ligation of esophageal varices	1	0.000132	67364009	Ligation of esophageal varices (procedure)
21.84	Revision rhinoplasty	1	0.000132	72767005	Revision rhinoplasty (procedure)
81.21	Arthrodesis of hip	1	0.000132	9730000	Arthrodesis of hip (procedure)
18.71	Construction of auricle of ear	1	0.000128	120136006	External ear reconstruction (procedure)
37.93	Injection of therapeutic substance into pericardium	1	0.000128	17563002	Injection of therapeutic substance into pericardium (procedure)
63.4	Epididymectomy	1	0.000128	36946006	Epididymectomy (procedure)
69.51	Aspiration curettage of uterus for termination of pregnancy	1	0.000123	391897002	Aspiration curettage of uterus for termination of pregnancy (procedure)
96.11	Packing of external auditory canal	1	0.000123	49851000	Packing of external auditory canal (procedure)
66.11	Biopsy of fallopian tube	1	0.000123	81899004	Biopsy of fallopian tube (procedure)
98.18	Removal of intraluminal foreign body from artificial stoma without incision	1	0.000119	112839005	Removal of intraluminal foreign body from artificial stoma without incision (procedure)
58.24	Biopsy of periurethral tissue	1	0.000119	177814005	Biopsy of periurethral tissue (procedure)
23.73	Apicoectomy	1	0.000119	23199002	Root amputation, per root (procedure)
27.1	Incision of palate	1	0.000119	30683004	Incision of palate (procedure)
60.73	Excision of seminal vesicle	1	0.000119	33030009	Seminal vesiculectomy (procedure)
84.09	Interthoracoscapular amputation	1	0.000119	84539006	Forequarter amputation (procedure)
14.52	Repair of retinal detachment with cryotherapy	1	0.000119	77950003	Repair of retina for retinal detachment by cryotherapy (procedure)
01.32	Lobotomy and tractotomy	1	0.000115	76961002	Lobotomy and tractotomy (procedure)
41.33	Open biopsy of spleen	1	0.000111	116231002	Open biopsy of spleen (procedure)
20.21	Incision of mastoid	1	0.000111	18223002	Mastoidotomy (procedure)
76.68	Augmentation genioplasty	1	0.000111	26605008	Augmentation genioplasty (procedure)
97.42	Removal of mediastinal drain	1	0.000111	50686003	Removal of mediastinal drain (procedure)
20.8	Operations on Eustachian tube	1	0.000111	74946000	Operation on eustachian tube (procedure)
78.92	Insertion of bone growth stimulator into humerus	1	0.000111	77928004	Insertion of bone growth stimulator into humerus (procedure)
83.93	Removal of skeletal muscle stimulator	1	0.000111	84347005	Removal of skeletal muscle stimulator (procedure)
88.34	Lymphangiogram of upper limb	1	0.000111	86307000	Lymphangiogram of upper extremity (procedure)
92.21	Superficial radiation	1	0.000111	228661008	Grenz ray therapy (procedure)
14.41	Scleral buckling with implant	1	0.000107	1746005	Scleral buckling with implant (procedure)
62.0	Incision of testis	1	0.000107	17690000	Incision of testis (procedure)
12.33	Lysis of posterior synechiae	1	0.000107	44958007	Lysis of posterior adhesions of iris (procedure)
42.83	Closure of esophagostomy	1	0.000107	49942007	Take-down of esophagostomy (procedure)
61.42	Repair of scrotal fistula	1	0.000107	59823004	Closure of fistula of scrotum (procedure)
16.01	Orbitotomy with bone flap	1	0.000107	70656009	Orbitotomy with bone flap (procedure)
12.87	Scleral reinforcement with graft	1	0.000103	10807008	Scleral reinforcement with graft (procedure)
56.83	Closure of ureterostomy	1	0.000103	23051000	Closure of stoma of ureter (procedure)
77.95	Total ostectomy of femur	1	0.000103	24138000	Total ostectomy of femur (procedure)
76.77	Open reduction of alveolar fracture	1	0.000103	288046001	Open reduction of alveolar fracture (procedure)
16.72	Removal of orbital implant	1	0.000103	35829002	Removal of orbital implant (procedure)
08.64	Reconstruction of eyelid with tarsoconjunctival flap	1	0.000103	47920001	Reconstruction of eyelid with tarsoconjunctival flap (procedure)
21.91	Lysis of adhesions of nose	1	0.000103	637003	Lysis of adhesions of nose (procedure)
35.31	Operations on papillary muscle	1	9.9E-05	1411001	Operation on papillary muscle of heart (procedure)
86.26	Ligation of dermal appendage	1	9.9E-05	22914004	Ligation of dermal appendage (procedure)
42.55	Intrathoracic esophageal anastomosis with interposition of colon	1	9.9E-05	35129004	Intrathoracic esophageal anastomosis with interposition of colon (procedure)
08.25	Destruction of lesion of eyelid	1	9.9E-05	36239005	Destruction of lesion of eyelid (procedure)
86.25	Dermabrasion	1	9.9E-05	37236007	Dermabrasion (procedure)
06.6	Excision of lingual thyroid	1	9.9E-05	52814001	Excision of lingual thyroid (procedure)
79.51	Open reduction of separated epiphysis of humerus	1	9.9E-05	79661003	Open reduction of separated epiphysis of humerus (procedure)
58.21	Perineal urethroscopy	1	9.5E-05	12744005	Perineal urethroscopy (procedure)
20.95	Implantation of electromagnetic hearing device	1	9.5E-05	2067001	Implantation of electromagnetic hearing aid (procedure)
70.61	Vaginal construction	1	9.5E-05	265619004	Construction of vagina (procedure)
09.42	Probing of lacrimal canaliculi	1	9.5E-05	26661002	Probing of lacrimal canaliculi (procedure)
87.15	Contrast radiogram of sinus	1	9.5E-05	268435000	Contrast radiography of paranasal sinuses (procedure)
